Aa,Ad,Ba,Bd,s1,s2,p
1,1,0,2,2,3,0.012259742670151468
1,1,0,2,3,0,0.0412934265561346
1,1,0,2,3,1,0.04166761088163809
1,1,0,2,3,2,0.021636778627185556
1,1,0,2,3,3,0.004639972037071954
1,1,0,3,0,0,0.16167090740922815
1,1,0,3,0,1,0.11960066172043955
1,1,0,3,0,2,0.054143868739790796
1,1,0,3,0,3,0.020206646090992802
1,1,0,3,1,0,0.1399942793677749
1,1,0,3,1,1,0.1490221269697901
1,1,0,3,1,2,0.06344940104479561
1,1,0,3,1,3,0.025090389715662437
1,1,0,3,2,0,0.0785087285948429
1,1,0,3,2,1,0.0743366997198489
1,1,0,3,2,2,0.03284844250595933
1,1,0,3,2,3,0.011724084592267535
1,1,0,3,3,0,0.02552461309451568
1,1,0,3,3,1,0.026654982051751756
1,1,0,3,3,2,0.013986831981489901
1,1,0,3,3,3,0.0032373364008495545
1,1,1,0,0,0,0.06999320837379712
1,1,1,0,0,1,0.05338838673670367
1,1,1,0,0,2,0.028569082051098718
1,1,1,0,0,3,0.011914632762614109
1,1,1,0,1,0,0.11658358653740872
1,1,1,0,1,1,0.12302809725062681
1,1,1,0,1,2,0.060573250041457215
1,1,1,0,1,3,0.021912921341397995
1,1,1,0,2,0,0.09142644141088611
1,1,1,0,2,1,0.11396556602105379
1,1,1,0,2,2,0.059580111138985946
1,1,1,0,2,3,0.02152848486317689
1,1,1,0,3,0,0.07406843127354194
1,1,1,0,3,1,0.0854893092994408
1,1,1,0,3,2,0.055107637952104195
1,1,1,0,3,3,0.012870852945706023
1,1,1,1,0,0,0.09100945721567272
1,1,1,1,0,1,0.07490062579083732
1,1,1,1,0,2,0.04077956989997064
1,1,1,1,0,3,0.018310177016675647
1,1,1,1,1,0,0.12081288569343922
1,1,1,1,1,1,0.1374000812174868
1,1,1,1,1,2,0.06923916007454203
1,1,1,1,1,3,0.028869181912631395
1,1,1,1,2,0,0.08238581608695544
1,1,1,1,2,1,0.10165584342807843
1,1,1,1,2,2,0.05492835372481577
1,1,1,1,2,3,0.022333369409189306
1,1,1,1,3,0,0.049665474223613316
1,1,1,1,3,1,0.059324597123523164
1,1,1,1,3,2,0.03864397098783688
1,1,1,1,3,3,0.009741436194731916
1,1,1,2,0,0,0.11235274189197987
1,1,1,2,0,1,0.09976785225861527
1,1,1,2,0,2,0.055265680762040574
1,1,1,2,0,3,0.02671597038593742
1,1,1,2,1,0,0.11886544824686877
1,1,1,2,1,1,0.1456921660078827
1,1,1,2,1,2,0.07514312183959602
1,1,1,2,1,3,0.03611064143457515
1,1,1,2,2,0,0.0704854713707908
1,1,1,2,2,1,0.08609096435240635
1,1,1,2,2,2,0.04807932757299026
1,1,1,2,2,3,0.021996904100056443
1,1,1,2,3,0,0.0316185940718783
1,1,1,2,3,1,0.039086277883460585
1,1,1,2,3,2,0.025728722726682494
1,1,1,2,3,3,0.007000115094238856
1,1,1,3,0,0,0.1322692967033866
1,1,1,3,0,1,0.12672841916737554
1,1,1,3,0,2,0.07142440390737033
1,1,1,3,0,3,0.037172997399246704
1,1,1,3,1,0,0.11152602528696233
1,1,1,3,1,1,0.14732065057906407
1,1,1,3,1,2,0.07776870989789945
1,1,1,3,1,3,0.04307389510505722
1,1,1,3,2,0,0.057507565968167806
1,1,1,3,2,1,0.06952820456641594
1,1,1,3,2,2,0.04013270241656581
1,1,1,3,2,3,0.020660797959946933
1,1,1,3,3,0,0.019195911582985954
1,1,1,3,3,1,0.02455794659082301
1,1,1,3,3,2,0.01633551848648728
1,1,1,3,3,3,0.004796954382245061
1,1,2,0,0,0,0.057150095914564276
1,1,2,0,0,1,0.05645743283427575
1,1,2,0,0,2,0.037612094669966026
1,1,2,0,0,3,0.021874991903819353
1,1,2,0,1,0,0.09269093023264612
1,1,2,0,1,1,0.1213811007091554
1,1,2,0,1,2,0.07409555200525444
1,1,2,0,1,3,0.03754403211538675
1,1,2,0,2,0,0.06683635420381144
1,1,2,0,2,1,0.10638129781489548
1,1,2,0,2,2,0.07264719079148355
1,1,2,0,2,3,0.03786304235968329
1,1,2,0,3,0,0.0555925523430964
1,1,2,0,3,1,0.07860666266241949
1,1,2,0,3,2,0.06423315525334795
1,1,2,0,3,3,0.019033514186194245
1,1,2,1,0,0,0.07290734711645032
1,1,2,1,0,1,0.07771117656084668
1,1,2,1,0,2,0.05267415586461909
1,1,2,1,0,3,0.03298249401543191
1,1,2,1,1,0,0.09424032956166774
1,1,2,1,1,1,0.1330017829498316
1,1,2,1,1,2,0.08309727108983606
1,1,2,1,1,3,0.04852871808902979
1,1,2,1,2,0,0.05909042222723955
1,1,2,1,2,1,0.0930995731434967
1,1,2,1,2,2,0.0657109594337323
1,1,2,1,2,3,0.03853718608929534
1,1,2,1,3,0,0.03657309911473065
1,1,2,1,3,1,0.05351876176274862
1,1,2,1,3,2,0.04419294218774324
1,1,2,1,3,3,0.014133780793300452
1,1,2,2,0,0,0.08818362155047446
1,1,2,2,0,1,0.10141638934585506
1,1,2,2,0,2,0.06994069619340423
1,1,2,2,0,3,0.047149966249546704
1,1,2,2,1,0,0.09084450319588444
1,1,2,2,1,1,0.1381739448867443
1,1,2,2,1,2,0.088357554716217
1,1,2,2,1,3,0.05947288803044456
1,1,2,2,2,0,0.049531757389322195
1,1,2,2,2,1,0.07724891670145548
1,1,2,2,2,2,0.05635326638626346
1,1,2,2,2,3,0.037188340220456854
1,1,2,2,3,0,0.022812307380707948
1,1,2,2,3,1,0.034547375306805815
1,1,2,2,3,2,0.028827625987132743
1,1,2,2,3,3,0.009950846459284764
1,1,2,3,0,0,0.10163880008254762
1,1,2,3,0,1,0.12612110549519354
1,1,2,3,0,2,0.08849470408591652
1,1,2,3,0,3,0.06422945604230161
1,1,2,3,1,0,0.083447912336346
1,1,2,3,1,1,0.13678857171476003
1,1,2,3,1,2,0.0895273188990744
1,1,2,3,1,3,0.06945351046470725
1,1,2,3,2,0,0.03956446931017244
1,1,2,3,2,1,0.06107902133629851
1,1,2,3,2,2,0.04605272611516376
1,1,2,3,2,3,0.034197043021161035
1,1,2,3,3,0,0.013559123940466768
1,1,2,3,3,1,0.021250982960535375
1,1,2,3,3,2,0.01791924904800004
1,1,2,3,3,3,0.006676005147355169
1,1,3,0,0,0,0.04382329295935896
1,1,3,0,0,1,0.05606895185194152
1,1,3,0,0,2,0.046503510331179033
1,1,3,0,0,3,0.037717432624668756
1,1,3,0,1,0,0.06920923549504286
1,1,3,0,1,1,0.11246692415334175
1,1,3,0,1,2,0.08511975827629438
1,1,3,0,1,3,0.0604099571704035
1,1,3,0,2,0,0.04588604957589949
1,1,3,0,2,1,0.0932575279129454
1,1,3,0,2,2,0.08318850575242794
1,1,3,0,2,3,0.06253807814777551
1,1,3,0,3,0,0.03918565069975206
1,1,3,0,3,1,0.06787875847360515
1,1,3,0,3,2,0.07031268743465402
1,1,3,0,3,3,0.02643367914070984
1,1,3,1,0,0,0.054633031616261075
1,1,3,1,0,1,0.0754189975150369
1,1,3,1,0,2,0.06364316380714846
1,1,3,1,0,3,0.055574258223384417
1,1,3,1,1,0,0.06876375234300765
1,1,3,1,1,1,0.12042791556396634
1,1,3,1,1,2,0.0932869653750512
1,1,3,1,1,3,0.0763066512139676
1,1,3,1,2,0,0.03964431985189426
1,1,3,1,2,1,0.07975579795898292
1,1,3,1,2,2,0.07353231969995695
1,1,3,1,2,3,0.06220209092346674
1,1,3,1,3,0,0.025192320467613747
1,1,3,1,3,1,0.045162351758337584
1,1,3,1,3,2,0.047274105253286014
1,1,3,1,3,3,0.019181958428638086
1,1,3,2,0,0,0.06451486958750455
1,1,3,2,0,1,0.09609334341261569
1,1,3,2,0,2,0.08250343222831481
1,1,3,2,0,3,0.07756386773224447
1,1,3,2,1,0,0.06471564948145099
1,1,3,2,1,1,0.12214726635613898
1,1,3,2,1,2,0.09684245283326136
1,1,3,2,1,3,0.09129994003556244
1,1,3,2,2,0,0.032444082998850904
1,1,3,2,2,1,0.0646092740160638
1,1,3,2,2,2,0.061566921873559534
1,1,3,2,2,3,0.058602975532072235
1,1,3,2,3,0,0.015341347686801956
1,1,3,2,3,1,0.02846252589543305
1,1,3,2,3,2,0.03010697826718964
1,1,3,2,3,3,0.01318507206293562
1,1,3,3,0,0,0.07258637983163757
1,1,3,3,0,1,0.11665319631485191
1,1,3,3,0,2,0.10190208286124353
1,1,3,3,0,3,0.10314211424325109
1,1,3,3,1,0,0.05802963656275448
1,1,3,3,1,1,0.11804052283932016
1,1,3,3,1,2,0.0957858562320484
1,1,3,3,1,3,0.10408050241697851
1,1,3,3,2,0,0.02529768765134588
1,1,3,3,2,1,0.04986757478582161
1,1,3,3,2,2,0.04911423740328143
1,1,3,3,2,3,0.05260477186074768
1,1,3,3,3,0,0.008901222211280514
1,1,3,3,3,1,0.017090749880384608
1,1,3,3,3,2,0.018268454602815197
1,1,3,3,3,3,0.008635010302237352
1,2,0,0,0,0,0.08623659435171528
1,2,0,0,0,1,0.040878204302236404
1,2,0,0,0,2,0.014987922420858165
1,2,0,0,0,3,0.0033129542992477194
1,2,0,0,1,0,0.15609703560268043
1,2,0,0,1,1,0.1094672155601014
1,2,0,0,1,2,0.036480082316452944
1,2,0,0,1,3,0.0070666224820752814
1,2,0,0,2,0,0.13700596409770002
1,2,0,0,2,1,0.10887151603705367
1,2,0,0,2,2,0.03646240515214496
1,2,0,0,2,3,0.00668195796124574
1,2,0,0,3,0,0.11883817681548271
1,2,0,0,3,1,0.09476510942955603
1,2,0,0,3,2,0.03787324937826654
1,2,0,0,3,3,0.004974989793182775
1,2,0,1,0,0,0.1158516450739173
1,2,0,1,0,1,0.05925301360334783
1,2,0,1,0,2,0.02210384244084582
1,2,0,1,0,3,0.00526026122961766
1,2,0,1,1,0,0.16712848903669106
1,2,0,1,1,1,0.12631261860646292
1,2,0,1,1,2,0.043083076631948866
1,2,0,1,1,3,0.009618914694587203
1,2,0,1,2,0,0.12755576455591003
1,2,0,1,2,1,0.1003351147795809
1,2,0,1,2,2,0.034731262574845836
1,2,0,1,2,3,0.007161838239261448
1,2,0,1,3,0,0.08232986540980265
1,2,0,1,3,1,0.06794405190788708
1,2,0,1,3,2,0.027439898684265624
1,2,0,1,3,3,0.00389034253102779
1,2,0,2,0,0,0.14797245748092513
1,2,0,2,0,1,0.08165770133975314
1,2,0,2,0,2,0.030992898169602007
1,2,0,2,0,3,0.007940854759370649
1,2,0,2,1,0,0.17012744961915865
1,2,0,2,1,1,0.13857263629127056
1,2,0,2,1,2,0.04837552403039794
1,2,0,2,1,3,0.012448250783194175
1,2,0,2,2,0,0.11290905711582087
1,2,0,2,2,1,0.087914337259792
1,2,0,2,2,2,0.03145313244603839
1,2,0,2,2,3,0.00729815948389008
1,2,0,2,3,0,0.05422841412162049
1,2,0,2,3,1,0.046315087694376866
1,2,0,2,3,2,0.018901684634497123
1,2,0,2,3,3,0.00289235477029202
1,2,0,3,0,0,0.18034851287616602
1,2,0,3,0,1,0.10738332691243718
1,2,0,3,0,2,0.04146766678827119
1,2,0,3,0,3,0.011438792735725059
1,2,0,3,1,0,0.16525373874729962
1,2,0,3,1,1,0.14506452411463486
1,2,0,3,1,2,0.05183196257719908
1,2,0,3,1,3,0.015372467464463828
1,2,0,3,2,0,0.09536971149033129
1,2,0,3,2,1,0.07350543615439516
1,2,0,3,2,2,0.027180674748401988
1,2,0,3,2,3,0.007096679453663866
1,2,0,3,3,0,0.03408390923068254
1,2,0,3,3,1,0.030126351307681078
1,2,0,3,3,2,0.012424288285221635
1,2,0,3,3,3,0.002051957113425467
1,2,1,0,0,0,0.07702799848206242
1,2,1,0,0,1,0.0472892136557852
1,2,1,0,0,2,0.02158582364119904
1,2,1,0,0,3,0.0066539362996218725
1,2,1,0,1,0,0.1357658173115339
1,2,1,0,1,1,0.118148112913711
1,2,1,0,1,2,0.0488160938288641
1,2,1,0,1,3,0.01324489371155382
1,2,1,0,2,0,0.10956614026105707
1,2,1,0,2,1,0.11117364804101741
1,2,1,0,2,2,0.048636104440311814
1,2,1,0,2,3,0.012855877755318355
1,2,1,0,3,0,0.09757429030631151
1,2,1,0,3,1,0.09532174238019589
1,2,1,0,3,2,0.04829208770809174
1,2,1,0,3,3,0.008048219263364801
1,2,1,1,0,0,0.10209308233254578
1,2,1,1,0,1,0.06762664164528649
1,2,1,1,0,2,0.031407405304344965
1,2,1,1,0,3,0.010423356717350308
1,2,1,1,1,0,0.1434112973089869
1,2,1,1,1,1,0.1345013215160904
1,2,1,1,1,2,0.05687887783513159
1,2,1,1,1,3,0.01778687916591136
1,2,1,1,2,0,0.10064079868685445
1,2,1,1,2,1,0.10108288599634511
1,2,1,1,2,2,0.04570578118317728
1,2,1,1,2,3,0.013594386011337035
1,2,1,1,3,0,0.06669202757274079
1,2,1,1,3,1,0.06742672118514133
1,2,1,1,3,2,0.03451938196468128
1,2,1,1,3,3,0.006209155574074872
1,2,1,2,0,0,0.12847470559915222
1,2,1,2,0,1,0.0918220874308879
1,2,1,2,0,2,0.043387947495426314
1,2,1,2,0,3,0.01550280110228662
1,2,1,2,1,0,0.1438301399235518
1,2,1,2,1,1,0.14537841375247532
1,2,1,2,1,2,0.06292346452048149
1,2,1,2,1,3,0.022679038817502363
1,2,1,2,2,0,0.08776985865138377
1,2,1,2,2,1,0.08726237348494288
1,2,1,2,2,2,0.04078092781195631
1,2,1,2,2,3,0.013648693251627585
1,2,1,2,3,0,0.04327988053532342
1,2,1,2,3,1,0.04528409814754965
1,2,1,2,3,2,0.023427376367948023
1,2,1,2,3,3,0.004548193107504445
1,2,1,3,0,0,0.15412844254098212
1,2,1,3,0,1,0.11885579077168167
1,2,1,3,0,2,0.05714128418128444
1,2,1,3,0,3,0.021981462951719762
1,2,1,3,1,0,0.13751823350295203
1,2,1,3,1,1,0.14980183865422325
1,2,1,3,1,2,0.06636178773156609
1,2,1,3,1,3,0.027567245731992682
1,2,1,3,2,0,0.0729727254144539
1,2,1,3,2,1,0.07181584145402417
1,2,1,3,2,2,0.0346886111379271
1,2,1,3,2,3,0.013063705838396543
1,2,1,3,3,0,0.026775773717845043
1,2,1,3,3,1,0.02899367377889087
1,2,1,3,3,2,0.015157519701557213
1,2,1,3,3,3,0.0031760628905030215
1,2,2,0,0,0,0.06583626486972145
1,2,2,0,0,1,0.05234701593357757
1,2,2,0,0,2,0.029747835211572687
1,2,2,0,0,3,0.012787963478944205
1,2,2,0,1,0,0.11299150043945015
1,2,2,0,1,1,0.12201944966439619
1,2,2,0,1,2,0.0625071639888566
1,2,2,0,1,3,0.023754430272761827
1,2,2,0,2,0,0.08384415786740725
1,2,2,0,2,1,0.10862980440890471
1,2,2,0,2,2,0.06207715527195426
1,2,2,0,2,3,0.0236678759188182
1,2,2,0,3,0,0.07666098172023122
1,2,2,0,3,1,0.09174766717238175
1,2,2,0,3,2,0.05892219926389677
1,2,2,0,3,3,0.012458534517125069
1,2,2,1,0,0,0.08583437086676583
1,2,2,1,0,1,0.07363698520069269
1,2,2,1,0,2,0.04257622411151516
1,2,2,1,0,3,0.019705102165733093
1,2,2,1,1,0,0.11740512182539832
1,2,2,1,1,1,0.13663978362629525
1,2,2,1,1,2,0.07164174098517666
1,2,2,1,1,3,0.031379371271140044
1,2,2,1,2,0,0.07575631837707389
1,2,2,1,2,1,0.09715678055773723
1,2,2,1,2,2,0.057384222568566
1,2,2,1,2,3,0.024618721128742412
1,2,2,1,3,0,0.05154199661453721
1,2,2,1,3,1,0.06383861280287917
1,2,2,1,3,2,0.0414299415811281
1,2,2,1,3,3,0.009454706316618926
1,2,2,2,0,0,0.1060995414851005
1,2,2,2,0,1,0.09821013407476398
1,2,2,2,0,2,0.05777436139891685
1,2,2,2,0,3,0.02878804870929874
1,2,2,2,1,0,0.11566036155939576
1,2,2,2,1,1,0.1450713002858578
1,2,2,2,1,2,0.07785001521182588
1,2,2,2,1,3,0.039300682358550845
1,2,2,2,2,0,0.06489648108005339
1,2,2,2,2,1,0.08238600946663978
1,2,2,2,2,2,0.05029321884073894
1,2,2,2,2,3,0.02427883972889919
1,2,2,2,3,0,0.03285521654738829
1,2,2,2,3,1,0.042114154547834674
1,2,2,2,3,2,0.027618871388777336
1,2,2,2,3,3,0.0068027633159579775
1,2,2,3,0,0,0.12491836849523483
1,2,2,3,0,1,0.12476050553481925
1,2,2,3,0,2,0.07467301415709116
1,2,2,3,0,3,0.04005957010115752
1,2,2,3,1,0,0.10852819130164038
1,2,2,3,1,1,0.1467054876509856
1,2,2,3,1,2,0.08057712912691829
1,2,2,3,1,3,0.046883115260233914
1,2,2,3,2,0,0.05295219335216878
1,2,2,3,2,1,0.06654176820122103
1,2,2,3,2,2,0.04198429639249126
1,2,2,3,2,3,0.0228060926962965
1,2,2,3,3,0,0.019948394461455507
1,2,2,3,3,1,0.026462644916012617
1,2,2,3,3,2,0.017537111049733784
1,2,2,3,3,3,0.0046621173025396916
1,2,3,0,0,0,0.053321338999415914
1,2,3,0,0,1,0.054908687034327844
1,2,3,0,0,2,0.038847350318007304
1,2,3,0,0,3,0.023288602493888325
1,2,3,0,1,0,0.08910876108503038
1,2,3,0,1,1,0.119412729879988
1,2,3,0,1,2,0.07584306181406227
1,2,3,0,1,3,0.04037012111980708
1,2,3,0,2,0,0.06079789508881395
1,2,3,0,2,1,0.10058087994163989
1,2,3,0,2,2,0.07507997576219821
1,2,3,0,2,3,0.04128916744354126
1,2,3,0,3,0,0.05707325530936699
1,2,3,0,3,1,0.0836791733268362
1,2,3,0,3,2,0.0681241675795669
1,2,3,0,3,3,0.018274832803509486
1,2,3,1,0,0,0.06812695545393097
1,2,3,1,0,1,0.0756949695902677
1,2,3,1,0,2,0.054487272400861445
1,2,3,1,0,3,0.03516759112489207
1,2,3,1,1,0,0.09073682173402689
1,2,3,1,1,1,0.13104504982473025
1,2,3,1,1,2,0.08518714891274579
1,2,3,1,1,3,0.05226146274878842
1,2,3,1,2,0,0.05383397976347982
1,2,3,1,2,1,0.08815794099074578
1,2,3,1,2,2,0.06801531424030542
1,2,3,1,2,3,0.04208857486675183
1,2,3,1,3,0,0.037604636550967074
1,2,3,1,3,1,0.05705946321733732
1,2,3,1,3,2,0.046941662950076665
1,2,3,1,3,3,0.013591155630092604
1,2,3,2,0,0,0.08242291184076905
1,2,3,2,0,1,0.09881070924079648
1,2,3,2,0,2,0.07236686714033429
1,2,3,2,0,3,0.050286667142560776
1,2,3,2,1,0,0.08748986743455019
1,2,3,2,1,1,0.1361763381885744
1,2,3,2,1,2,0.09060316046699997
1,2,3,2,1,3,0.06406400829042593
1,2,3,2,2,0,0.04513728867717473
1,2,3,2,2,1,0.07316754506947498
1,2,3,2,2,2,0.058344555030966465
1,2,3,2,2,3,0.04062593351080546
1,2,3,2,3,0,0.023461792247839085
1,2,3,2,3,1,0.0368424939043579
1,2,3,2,3,2,0.030628573541147994
1,2,3,2,3,3,0.009571288273222225
1,2,3,3,0,0,0.09492750986245413
1,2,3,3,0,1,0.12278807123893135
1,2,3,3,0,2,0.09149547980427082
1,2,3,3,0,3,0.06845075572318474
1,2,3,3,1,0,0.08030583777157795
1,2,3,3,1,1,0.13470938281004327
1,2,3,3,1,2,0.09173345996503596
1,2,3,3,1,3,0.07475871321495087
1,2,3,3,2,0,0.03602712551722581
1,2,3,3,2,1,0.05780836580737401
1,2,3,3,2,2,0.04764409899156139
1,2,3,3,2,3,0.037329970727294
1,2,3,3,3,0,0.013934652322231435
1,2,3,3,3,1,0.022645688134382728
1,2,3,3,3,2,0.01902436783076902
1,2,3,3,3,3,0.006416520278712605
1,3,0,0,0,0,0.08890068300119125
1,3,0,0,0,1,0.03391781704074648
1,3,0,0,0,2,0.010608025700725011
1,3,0,0,0,3,0.0017331422587075645
1,3,0,0,1,0,0.17028189355873372
1,3,0,0,1,1,0.09847530671019437
1,3,0,0,1,2,0.027539670961035517
1,3,0,0,1,3,0.00400111355407208
1,3,0,0,2,0,0.15380300065750457
1,3,0,0,2,1,0.0994862965269472
1,3,0,0,2,2,0.027881977631530327
1,3,0,0,2,3,0.0037377719086526266
1,3,0,0,3,0,0.14664897219418344
1,3,0,0,3,1,0.09898044933182526
1,3,0,0,3,2,0.031089772233068046
1,3,0,0,3,3,0.0029141067308824905
1,3,0,1,0,0,0.12140737066907811
1,3,0,1,0,1,0.04997765500927472
1,3,0,1,0,2,0.015903409838774807
1,3,0,1,0,3,0.0027974055159899454
1,3,0,1,1,0,0.1853333817502653
1,3,0,1,1,1,0.11550993979313347
1,3,0,1,1,2,0.0330627516501125
1,3,0,1,1,3,0.005536361088765226
1,3,0,1,2,0,0.14556426562350946
1,3,0,1,2,1,0.09320330087228346
1,3,0,1,2,2,0.026997787922526186
1,3,0,1,2,3,0.00407251706156254
1,3,0,1,3,0,0.10327847027817028
1,3,0,1,3,1,0.072140931132154
1,3,0,1,3,2,0.02289796169094776
1,3,0,1,3,3,0.002316490103452126
1,3,0,2,0,0,0.15759835218197998
1,3,0,2,0,1,0.06999878776654479
1,3,0,2,0,2,0.02266274965802132
1,3,0,2,0,3,0.004291837841430429
1,3,0,2,1,0,0.19173680763432768
1,3,0,2,1,1,0.12878878182812445
1,3,0,2,1,2,0.03772992182022636
1,3,0,2,1,3,0.007281730486842549
1,3,0,2,2,0,0.13095177858434365
1,3,0,2,2,1,0.08299768621981794
1,3,0,2,2,2,0.02484845844476628
1,3,0,2,2,3,0.004217738904816538
1,3,0,2,3,0,0.06913647493807529
1,3,0,2,3,1,0.04997821356687724
1,3,0,2,3,2,0.016030341376885773
1,3,0,2,3,3,0.0017503387469197551
1,3,0,3,0,0,0.19511628798226677
1,3,0,3,0,1,0.0935061976974732
1,3,0,3,0,2,0.030801380796692607
1,3,0,3,0,3,0.006280097937783788
1,3,0,3,1,0,0.189187556626017
1,3,0,3,1,1,0.13695312531063522
1,3,0,3,1,2,0.041064642836653224
1,3,0,3,1,3,0.009134400047566703
1,3,0,3,2,0,0.11235780938152909
1,3,0,3,2,1,0.07049136356760588
1,3,0,3,2,2,0.021812525638189882
1,3,0,3,2,3,0.004166119327753282
1,3,0,3,3,0,0.04414076974293754
1,3,0,3,3,1,0.03302288010485043
1,3,0,3,3,2,0.010703454120445037
1,3,0,3,3,3,0.0012613888816004613
1,3,1,0,0,0,0.08191066071804916
1,3,1,0,0,1,0.040474033910250465
1,3,1,0,0,2,0.015759414077190094
1,3,1,0,0,3,0.0035906718834059193
1,3,1,0,1,0,0.15277157964981833
1,3,1,0,1,1,0.10963478659126437
1,3,1,0,1,2,0.03801406193288401
1,3,1,0,1,3,0.00773563160799853
1,3,1,0,2,0,0.12687615641201277
1,3,1,0,2,1,0.10479225015205375
1,3,1,0,2,2,0.038363247163306094
1,3,1,0,2,3,0.007418038898175581
1,3,1,0,3,0,0.12420433667971459
1,3,1,0,3,1,0.1027001883744077
1,3,1,0,3,2,0.040892086333332286
1,3,1,0,3,3,0.004862855616136403
1,3,1,1,0,0,0.11054287178230883
1,3,1,1,0,1,0.05893520934548757
1,3,1,1,0,2,0.023347807944892263
1,3,1,1,0,3,0.005727265205136008
1,3,1,1,1,0,0.16431533867147652
1,3,1,1,1,1,0.1270839627512681
1,3,1,1,1,2,0.0450998277800076
1,3,1,1,1,3,0.010577661563552946
1,3,1,1,2,0,0.11866436962568867
1,3,1,1,2,1,0.09701693563063224
1,3,1,1,2,2,0.03670881156153617
1,3,1,1,2,3,0.007987108437213333
1,3,1,1,3,0,0.08644062346817172
1,3,1,1,3,1,0.07396971073781661
1,3,1,1,3,2,0.029762465897095327
1,3,1,1,3,3,0.003820029597716081
1,3,1,2,0,0,0.14162584497958525
1,3,1,2,0,1,0.0814694205120043
1,3,1,2,0,2,0.032837766852682075
1,3,1,2,0,3,0.00867242043580931
1,3,1,2,1,0,0.1677780338377518
1,3,1,2,1,1,0.13984745875470467
1,3,1,2,1,2,0.0507956996203382
1,3,1,2,1,3,0.013731089978005737
1,3,1,2,2,0,0.10536154167018941
1,3,1,2,2,1,0.08526825932088718
1,3,1,2,2,2,0.03334623040585895
1,3,1,2,2,3,0.008164160094368673
1,3,1,2,3,0,0.05711109392132058
1,3,1,2,3,1,0.05057758142174181
1,3,1,2,3,2,0.020564587848082058
1,3,1,2,3,3,0.0028488103466700397
1,3,1,3,0,0,0.17290613481151573
1,3,1,3,0,1,0.10731749858018426
1,3,1,3,0,2,0.044010594524972045
1,3,1,3,0,3,0.012513807554932128
1,3,1,3,1,0,0.16324812900582103
1,3,1,3,1,1,0.14664745378492614
1,3,1,3,1,2,0.05451739887300616
1,3,1,3,1,3,0.01698542726880686
1,3,1,3,2,0,0.0891456209262221
1,3,1,3,2,1,0.07141399999502109
1,3,1,3,2,2,0.02886551339130911
1,3,1,3,2,3,0.007952241517416872
1,3,1,3,3,0,0.035956646835079535
1,3,1,3,3,1,0.03295477212068314
1,3,1,3,3,2,0.013540266942477622
1,3,1,3,3,3,0.00202449386762626
1,3,2,0,0,0,0.07275126517925443
1,3,2,0,0,1,0.046557524330531896
1,3,2,0,0,2,0.022568898316471138
1,3,2,0,0,3,0.007171037935427171
1,3,2,0,1,0,0.13212392207614257
1,3,2,0,1,1,0.11766145069029259
1,3,2,0,1,2,0.050581837083097964
1,3,2,0,1,3,0.014417019009699548
1,3,2,0,2,0,0.1008927613404338
1,3,2,0,2,1,0.10640446617057057
1,3,2,0,2,2,0.050882909320320586
1,3,2,0,2,3,0.014191562250306374
1,3,2,0,3,0,0.10140498046459864
1,3,2,0,3,1,0.10272067132169832
1,3,2,0,3,2,0.05184725730214558
1,3,2,0,3,3,0.007822437209008763
1,3,2,1,0,0,0.09679290472749304
1,3,2,1,0,1,0.06683452675747695
1,3,2,1,0,2,0.03296317714382478
1,3,2,1,0,3,0.011276290402477617
1,3,2,1,1,0,0.14009726378339893
1,3,2,1,1,1,0.13445879990904816
1,3,2,1,1,2,0.059161321040389535
1,3,2,1,1,3,0.019434886931282206
1,3,2,1,2,0,0.09302785136150503
1,3,2,1,2,1,0.09711602613123123
1,3,2,1,2,2,0.04799981445863814
1,3,2,1,2,3,0.015064105200596914
1,3,2,1,3,0,0.06957497766498667
1,3,2,1,3,1,0.0729378887666282
1,3,2,1,3,2,0.03720215416339814
1,3,2,1,3,3,0.006058011557624497
1,3,2,2,0,0,0.12208939414504047
1,3,2,2,0,1,0.0909585059719739
1,3,2,2,0,2,0.045643528619512874
1,3,2,2,0,3,0.016810550146774655
1,3,2,2,1,0,0.14083457644748745
1,3,2,2,1,1,0.14567187339745458
1,3,2,2,1,2,0.06560131880676284
1,3,2,2,1,3,0.024838193623254498
1,3,2,2,2,0,0.08132000840544797
1,3,2,2,2,1,0.08403368184052379
1,3,2,2,2,2,0.04292779931744793
1,3,2,2,2,3,0.015159606067387258
1,3,2,2,3,0,0.045256223253628
1,3,2,2,3,1,0.04909982792895095
1,3,2,2,3,2,0.02530706797387205
1,3,2,2,3,3,0.004447844054480928
1,3,2,3,0,0,0.14661499894268795
1,3,2,3,0,1,0.11785602975293141
1,3,2,3,0,2,0.06017213293132878
1,3,2,3,0,3,0.023859626923391622
1,3,2,3,1,0,0.1347891635475212
1,3,2,3,1,1,0.15025475604046767
1,3,2,3,1,2,0.06925534944768325
1,3,2,3,1,3,0.030222058762176148
1,3,2,3,2,0,0.06767805778664847
1,3,2,3,2,1,0.06922802284910466
1,3,2,3,2,2,0.036551376678944605
1,3,2,3,2,3,0.014524411329160844
1,3,2,3,3,0,0.028026546628158108
1,3,2,3,3,1,0.03146826505326855
1,3,2,3,3,2,0.016390100725563204
1,3,2,3,3,3,0.003109102600963542
1,3,3,0,0,0,0.061757155094785965
1,3,3,0,0,1,0.05118584493211397
1,3,3,0,0,2,0.030890665379127137
1,3,3,0,0,3,0.01368784028353949
