Aa,Ad,Ba,Bd,s1,s2,p
0,2,2,1,0,2,0.05905964145129636
0,2,2,1,0,3,0.0276806553885946
0,2,2,1,1,0,0.12376251284673996
0,2,2,1,1,1,0.14350235592922742
0,2,2,1,1,2,0.08447553185127057
0,2,2,1,1,3,0.03533573947187342
0,2,2,1,2,0,0.060158519562108013
0,2,2,1,2,1,0.0813826676413658
0,2,2,1,2,2,0.051016831711024224
0,2,2,1,2,3,0.022879597387334444
0,2,2,1,3,0,0.02828286022205458
0,2,2,1,3,1,0.03826063916590006
0,2,2,1,3,2,0.02584514625385096
0,2,2,1,3,3,0.0061624014061008505
0,2,2,2,0,0,0.13151863228263827
0,2,2,2,0,1,0.1261674660919011
0,2,2,2,0,2,0.07591271363288654
0,2,2,2,0,3,0.03830589432841794
0,2,2,2,1,0,0.11548945194756577
0,2,2,2,1,1,0.14431752388669755
0,2,2,2,1,2,0.08695192577878699
0,2,2,2,1,3,0.041920430813569116
0,2,2,2,2,0,0.048815206160381236
0,2,2,2,2,1,0.06536841780624025
0,2,2,2,2,2,0.042353188746993675
0,2,2,2,2,3,0.0213730507523534
0,2,2,2,3,0,0.017077414623355713
0,2,2,2,3,1,0.023908513000957945
0,2,2,2,3,2,0.016320230965655425
0,2,2,2,3,3,0.0041999391815991174
0,2,2,3,0,0,0.14781688854641384
0,2,2,3,0,1,0.15300026360340813
0,2,2,3,0,2,0.0936627749820058
0,2,2,3,0,3,0.05088428050020654
0,2,2,3,1,0,0.10344852822598935
0,2,2,3,1,1,0.1393182147708237
0,2,2,3,1,2,0.08591248268520467
0,2,2,3,1,3,0.047738204905218115
0,2,2,3,2,0,0.038022608641125916
0,2,2,3,2,1,0.050400264916095346
0,2,2,3,2,2,0.03375106934063937
0,2,2,3,2,3,0.01916520416979928
0,2,2,3,3,0,0.00989805157624782
0,2,2,3,3,1,0.014341074927363293
0,2,2,3,3,2,0.009892416683714007
0,2,2,3,3,3,0.002747671525744846
0,2,3,0,0,0,0.07279064787954034
0,2,3,0,0,1,0.0776842357159856
0,2,3,0,0,2,0.056213616416489
0,2,3,0,0,3,0.03412695712580786
0,2,3,0,1,0,0.0979893646281848
0,2,3,0,1,1,0.1308244607660149
0,2,3,0,1,2,0.09329043580993565
0,2,3,0,1,3,0.047422720008929775
0,2,3,0,2,0,0.050364355910337714
0,2,3,0,2,1,0.08788822590295771
0,2,3,0,2,2,0.06963082915540653
0,2,3,0,2,3,0.04002906776374915
0,2,3,0,3,0,0.03267015496212818
0,2,3,0,3,1,0.052316974621750875
0,2,3,0,3,2,0.04433251226164792
0,2,3,0,3,3,0.012425441071134002
0,2,3,1,0,0,0.08753170689673426
0,2,3,1,0,1,0.10079308441931226
0,2,3,1,0,2,0.0742073751612505
0,2,3,1,0,3,0.04850300415372205
0,2,3,1,1,0,0.0939104620875602
0,2,3,1,1,1,0.13512348109764022
0,2,3,1,1,2,0.09862050594237678
0,2,3,1,1,3,0.05778030726740713
0,2,3,1,2,0,0.04197233262528106
0,2,3,1,2,1,0.07250176575921564
0,2,3,1,2,2,0.05936849371299343
0,2,3,1,2,3,0.03840391051687455
0,2,3,1,3,0,0.0202596446695504
0,2,3,1,3,1,0.03357567873251827
0,2,3,1,3,2,0.028750902600342257
0,2,3,1,3,3,0.00869734435722105
0,2,3,2,0,0,0.1004134257501353
0,2,3,2,0,1,0.12475706453665156
0,2,3,2,0,2,0.0934521265347538
0,2,3,2,0,3,0.06576219251206208
0,2,3,2,1,0,0.08585895281254446
0,2,3,2,1,1,0.13314022019937272
0,2,3,2,1,2,0.09945666778423272
0,2,3,2,1,3,0.06715986398981949
0,2,3,2,2,0,0.03336871644505228
0,2,3,2,2,1,0.057056226242659734
0,2,3,2,2,2,0.048288872776693297
0,2,3,2,2,3,0.03514892088302801
0,2,3,2,3,0,0.011985303268852271
0,2,3,2,3,1,0.020556234037666134
0,2,3,2,3,2,0.017787593578021982
0,2,3,2,3,3,0.005807618648454095
0,2,3,3,0,0,0.11055415739838542
0,2,3,3,0,1,0.14820282019338113
0,2,3,3,0,2,0.11295051489986051
0,2,3,3,0,3,0.08557380404352198
0,2,3,3,1,0,0.07533800324754834
0,2,3,3,1,1,0.12590547770088042
0,2,3,3,1,2,0.09626257863979046
0,2,3,3,1,3,0.07491981173330321
0,2,3,3,2,0,0.025460844561480813
0,2,3,3,2,1,0.04309376230470316
0,2,3,3,2,2,0.037695977847391496
0,2,3,3,2,3,0.030874892328350185
0,2,3,3,3,0,0.006804921814061045
0,2,3,3,3,1,0.012078672749604088
0,2,3,3,3,2,0.010561845756266374
0,2,3,3,3,3,0.003721914781471482
0,3,0,0,0,0,0.13010187135180484
0,3,0,0,0,1,0.051442686324352796
0,3,0,0,0,2,0.01645578463553729
0,3,0,0,0,3,0.002722652773223589
0,3,0,0,1,0,0.2007386110574048
0,3,0,0,1,1,0.11565637507755891
0,3,0,0,1,2,0.036314821973137
0,3,0,0,1,3,0.005038615200692501
0,3,0,0,2,0,0.13658514152155182
0,3,0,0,2,1,0.09319281689005016
0,3,0,0,2,2,0.027720746747805444
0,3,0,0,2,3,0.0038846871915729454
0,3,0,0,3,0,0.08999149806783764
0,3,0,0,3,1,0.06634047387664631
0,3,0,0,3,2,0.02168915250268366
0,3,0,0,3,3,0.0021240648081402285
0,3,0,1,0,0,0.16694028554885468
0,3,0,1,0,1,0.07122119781080281
0,3,0,1,0,2,0.02317992013341845
0,3,0,1,0,3,0.004129059355816003
0,3,0,1,1,0,0.20528335967820638
0,3,0,1,1,1,0.12746743431161328
0,3,0,1,1,2,0.04096394928908126
0,3,0,1,1,3,0.006550770364089594
0,3,0,1,2,0,0.12145938413634585
0,3,0,1,2,1,0.0820329106130553
0,3,0,1,2,2,0.025220122097766914
0,3,0,1,2,3,0.0039768922363636805
0,3,0,1,3,0,0.05954837397879318
0,3,0,1,3,1,0.045430607519708614
0,3,0,1,3,2,0.015009268233321098
0,3,0,1,3,3,0.0015864646927629378
0,3,0,2,0,0,0.2047521955885915
0,3,0,2,0,1,0.09425072822095337
0,3,0,2,0,2,0.03121009441199733
0,3,0,2,0,3,0.005985491253854234
0,3,0,2,1,0,0.20066257706233398
0,3,0,2,1,1,0.13428228384699234
0,3,0,2,1,2,0.04416818233924325
0,3,0,2,1,3,0.008140730272560456
0,3,0,2,2,0,0.10324011965027585
0,3,0,2,2,1,0.06902137547610321
0,3,0,2,2,2,0.021932051204636014
0,3,0,2,2,3,0.0038915391048999553
0,3,0,2,3,0,0.03766414730521937
0,3,0,2,3,1,0.02973776507790013
0,3,0,2,3,2,0.009928102732670972
0,3,0,2,3,3,0.0011326164517680049
0,3,0,3,0,0,0.24117450945098434
0,3,0,3,0,1,0.11978310768937732
0,3,0,3,0,2,0.040356514534088485
0,3,0,3,0,3,0.008332664499404488
0,3,0,3,1,0,0.18837117428860012
0,3,0,3,1,1,0.1358543705722644
0,3,0,3,1,2,0.04573541826091715
0,3,0,3,1,3,0.009715603357295736
0,3,0,3,2,0,0.08427550132139341
0,3,0,3,2,1,0.05577178178298419
0,3,0,3,2,2,0.018316679168699022
0,3,0,3,2,3,0.0036570794532318515
0,3,0,3,3,0,0.02287819688675544
0,3,0,3,3,1,0.018694055559035826
0,3,0,3,3,2,0.006306790820022546
0,3,0,3,3,3,0.0007765523549456518
0,3,1,0,0,0,0.11823072701592117
0,3,1,0,0,1,0.060545758248498185
0,3,1,0,0,2,0.024112130394244393
0,3,1,0,0,3,0.005563463622673788
0,3,1,0,1,0,0.17763007466093012
0,3,1,0,1,1,0.126999524546062
0,3,1,0,1,2,0.04944028157408632
0,3,1,0,1,3,0.00960810144656887
0,3,1,0,2,0,0.11112970136945766
0,3,1,0,2,1,0.09681882908243714
0,3,1,0,2,2,0.037619082202978854
0,3,1,0,2,3,0.007604030486833723
0,3,1,0,3,0,0.07517452678288042
0,3,1,0,3,1,0.0678909481185761
0,3,1,0,3,2,0.028136870792849888
0,3,1,0,3,3,0.003495949655001461
0,3,1,1,0,0,0.14988042504102567
0,3,1,1,0,1,0.08281448470973624
0,3,1,1,0,2,0.0335556666365107
0,3,1,1,0,3,0.008335680646402107
0,3,1,1,1,0,0.17946355956930296
0,3,1,1,1,1,0.13828297369650117
0,3,1,1,1,2,0.05509799345962911
0,3,1,1,1,3,0.012341152252354715
0,3,1,1,2,0,0.09763256793051983
0,3,1,1,2,1,0.08419813175928266
0,3,1,1,2,2,0.03381328792832607
0,3,1,1,2,3,0.007690747728750213
0,3,1,1,3,0,0.04914463070246013
0,3,1,1,3,1,0.04593236381667456
0,3,1,1,3,2,0.01923666048989615
0,3,1,1,3,3,0.0025796736326278973
0,3,1,2,0,0,0.18146806004632227
0,3,1,2,0,1,0.10818563784497051
0,3,1,2,0,2,0.044600207924536436
0,3,1,2,0,3,0.011928274021063836
0,3,1,2,1,0,0.17317164452952988
0,3,1,2,1,1,0.14380568328434593
0,3,1,2,1,2,0.05864504925454364
0,3,1,2,1,3,0.01513960572441872
0,3,1,2,2,0,0.08192189727399352
0,3,1,2,2,1,0.06993358773069462
0,3,1,2,2,2,0.02902734629333845
0,3,1,2,2,3,0.007429062413034506
0,3,1,2,3,0,0.030684720620601732
0,3,1,2,3,1,0.029680174020694193
0,3,1,2,3,2,0.012561002110833348
0,3,1,2,3,3,0.0018180469070783049
0,3,1,3,0,0,0.21090249175910916
0,3,1,3,0,1,0.13566229190583004
0,3,1,3,0,2,0.05690286450607936
0,3,1,3,0,3,0.016384771186134323
0,3,1,3,1,0,0.1603996878862081
0,3,1,3,1,1,0.14355212428148476
0,3,1,3,1,2,0.05991742783373923
0,3,1,3,1,3,0.017827878018652772
0,3,1,3,2,0,0.06598291914591246
0,3,1,3,2,1,0.05575648621300208
0,3,1,3,2,2,0.02391957722671293
0,3,1,3,2,3,0.006888516165113805
0,3,1,3,3,0,0.01839054098661942
0,3,1,3,3,1,0.0184094292289247
0,3,1,3,3,2,0.007873088456884945
0,3,1,3,3,3,0.0012299051995919962
0,3,2,0,0,0,0.10339580543314736
0,3,2,0,0,1,0.06857558947206831
0,3,2,0,0,2,0.03399995294482363
0,3,2,0,0,3,0.010940167995027625
0,3,2,0,1,0,0.1512612989570139
0,3,2,0,1,1,0.13420242313937922
0,3,2,0,1,2,0.06477444421771131
0,3,2,0,1,3,0.017631518250552862
0,3,2,0,2,0,0.08701268725384187
0,3,2,0,2,1,0.09679723606206435
0,3,2,0,2,2,0.04912891920990959
0,3,2,0,2,3,0.014323771652666307
0,3,2,0,3,0,0.060431819199678
0,3,2,0,3,1,0.06686070042763768
0,3,2,0,3,2,0.03512648988785457
0,3,2,0,3,3,0.005537175896623536
0,3,2,1,0,0,0.12920405929283388
0,3,2,1,0,1,0.09245934506329238
0,3,2,1,0,2,0.04664093902088002
0,3,2,1,0,3,0.016157660844673245
0,3,2,1,1,0,0.15064207411143443
0,3,2,1,1,1,0.14404084302296444
0,3,2,1,1,2,0.07115693364532423
0,3,2,1,1,3,0.022323717767766874
0,3,2,1,2,0,0.0753539162645137
0,3,2,1,2,1,0.08297824930606457
0,3,2,1,2,2,0.04352864005093992
0,3,2,1,2,3,0.014280413643143827
0,3,2,1,3,0,0.0389430285477496
0,3,2,1,3,1,0.044589902846005856
0,3,2,1,3,2,0.023672674120847358
0,3,2,1,3,3,0.004027602451565608
0,3,2,2,0,0,0.15406981231541533
0,3,2,2,0,1,0.11895980221581075
0,3,2,2,0,2,0.06105544660140772
0,3,2,2,0,3,0.02277199826946064
0,3,2,2,1,0,0.1431636970351111
0,3,2,2,1,1,0.1475295809622712
0,3,2,2,1,2,0.07459314386905012
0,3,2,2,1,3,0.026971897015017524
0,3,2,2,2,0,0.06227263350729925
0,3,2,2,2,1,0.067878734377922
0,3,2,2,2,2,0.03680282401193916
0,3,2,2,2,3,0.013586022922388787
0,3,2,2,3,0,0.023947596677230502
0,3,2,2,3,1,0.028377248780591766
0,3,2,2,3,2,0.015223974320495423
0,3,2,2,3,3,0.0027955871185887547
0,3,2,3,0,0,0.1762674669406122
0,3,2,3,0,1,0.1468462528836571
0,3,2,3,0,2,0.07668223351292108
0,3,2,3,0,3,0.030791937122586585
0,3,2,3,1,0,0.13053673271477112
0,3,2,3,1,1,0.14497255003053566
0,3,2,3,1,2,0.07502289407579163
0,3,2,3,1,3,0.0312658094821444
0,3,2,3,2,0,0.0493744023150238
0,3,2,3,2,1,0.05327413653671072
0,3,2,3,2,2,0.029853854086678705
0,3,2,3,2,3,0.012401011595180754
0,3,2,3,3,0,0.014128867822328606
0,3,2,3,3,1,0.017326756176778115
0,3,2,3,3,2,0.009393381925760119
0,3,2,3,3,3,0.001861712778519423
0,3,3,0,0,0,0.08624090010718612
0,3,3,0,0,1,0.07407866991382399
0,3,3,0,0,2,0.045725540516486494
0,3,3,0,0,3,0.020518260001920707
0,3,3,0,1,0,0.12285050677249348
0,3,3,0,1,1,0.1352559625391241
0,3,3,0,1,2,0.08094019654363145
0,3,3,0,1,3,0.03085884319651837
0,3,3,0,2,0,0.06497896880923379
0,3,3,0,2,1,0.09230046455501756
0,3,3,0,2,2,0.061193321108466106
0,3,3,0,2,3,0.0257340848148832
0,3,3,0,3,0,0.046333854751866986
0,3,3,0,3,1,0.06280117502554168
0,3,3,0,3,2,0.04182457253723617
0,3,3,0,3,3,0.00836467880656972
0,3,3,1,0,0,0.1059174970478795
0,3,3,1,0,1,0.09816476476314635
0,3,3,1,0,2,0.06164942187943887
0,3,3,1,0,3,0.029783533204704667
0,3,3,1,1,0,0.12024765182204876
0,3,3,1,1,1,0.14267993647584024
0,3,3,1,1,2,0.08738944376657402
0,3,3,1,1,3,0.03840056769244491
0,3,3,1,2,0,0.055306637174010624
0,3,3,1,2,1,0.07776539617402749
0,3,3,1,2,2,0.05328722490980802
0,3,3,1,2,3,0.02521583286586513
0,3,3,1,3,0,0.029345646295250098
0,3,3,1,3,1,0.041163715189248044
0,3,3,1,3,2,0.027702902126185203
0,3,3,1,3,3,0.005979828613528027
0,3,3,2,0,0,0.12403527212796717
0,3,3,2,0,1,0.12403411442117833
0,3,3,2,0,2,0.07925419051159435
0,3,3,2,0,3,0.041222561081654646
0,3,3,2,1,0,0.11222750863845948
0,3,3,2,1,1,0.1435134024885385
0,3,3,2,1,2,0.08996565812515442
0,3,3,2,1,3,0.045563671669212207
0,3,3,2,2,0,0.044885364496811304
0,3,3,2,2,1,0.062472941742637185
0,3,3,2,2,2,0.04424510693310474
0,3,3,2,2,3,0.023559223504491005
0,3,3,2,3,0,0.01772196972099721
0,3,3,2,3,1,0.025726720337944924
0,3,3,2,3,2,0.01749613375368253
0,3,3,2,3,3,0.004076160446572036
0,3,3,3,0,0,0.13930887342422846
0,3,3,3,0,1,0.15030822703779742
0,3,3,3,0,2,0.09771731889682667
0,3,3,3,0,3,0.0547204683283398
0,3,3,3,1,0,0.10045651822368906
0,3,3,3,1,1,0.13844526171737645
0,3,3,3,1,2,0.08882815247774102
0,3,3,3,1,3,0.051850848113839006
0,3,3,3,2,0,0.034937219761159176
0,3,3,3,2,1,0.04813418316198509
0,3,3,3,2,2,0.03523412382957062
0,3,3,3,2,3,0.02111080086979893
0,3,3,3,3,0,0.010264466546359683
0,3,3,3,3,1,0.01542092298742861
0,3,3,3,3,2,0.010597782311077011
0,3,3,3,3,3,0.002664832312782946
1,0,0,0,0,0,0.0742099240531583
1,0,0,0,0,1,0.05430215115034052
1,0,0,0,0,2,0.027362298348016383
1,0,0,0,0,3,0.011070705623823333
1,0,0,0,1,0,0.11996219838116497
1,0,0,0,1,1,0.12370718399146853
1,0,0,0,1,2,0.05853927315852947
1,0,0,0,1,3,0.02015910788846685
1,0,0,0,2,0,0.09942284660706996
1,0,0,0,2,1,0.11923772308821934
1,0,0,0,2,2,0.05702774243277026
1,0,0,0,2,3,0.0195291354029173
1,0,0,0,3,0,0.07136861767269885
1,0,0,0,3,1,0.07944086317211395
1,0,0,0,3,2,0.051399632379186
1,0,0,0,3,3,0.013260596650056057
1,0,0,1,0,0,0.09624803845431057
1,0,0,1,0,1,0.07598974024904534
1,0,0,1,0,2,0.03895813927506555
1,0,0,1,0,3,0.016970180518052155
1,0,0,1,1,0,0.12399938731832932
1,0,0,1,1,1,0.13780877758304128
1,0,0,1,1,2,0.06674481255322096
1,0,0,1,1,3,0.02649139228545783
1,0,0,1,2,0,0.08936472075794091
1,0,0,1,2,1,0.10608931562166521
1,0,0,1,2,2,0.05244217923896139
1,0,0,1,2,3,0.020207988092932894
1,0,0,1,3,0,0.047734019072789256
1,0,0,1,3,1,0.05498778437131649
1,0,0,1,3,2,0.03595251208952162
1,0,0,1,3,3,0.010011012518349283
1,0,0,2,0,0,0.11868311419575503
1,0,0,2,0,1,0.10110206631211603
1,0,0,2,0,2,0.052736461201865814
1,0,0,2,0,3,0.02473231489889134
1,0,0,2,1,0,0.12186017817633549
1,0,0,2,1,1,0.14595735541569202
1,0,0,2,1,2,0.07235271886936734
1,0,0,2,1,3,0.03309827838064062
1,0,0,2,2,0,0.07636830612520258
1,0,0,2,2,1,0.08974221144361416
1,0,0,2,2,2,0.04585032597627909
1,0,0,2,2,3,0.019880636473005094
1,0,0,2,3,0,0.030353995511917347
1,0,0,2,3,1,0.03618725440085029
1,0,0,2,3,2,0.023909231395146703
1,0,0,2,3,3,0.0071855512233211126
1,0,0,3,0,0,0.13972210246283262
1,0,0,3,0,1,0.12842342134578075
1,0,0,3,0,2,0.0681558116464985
1,0,0,3,0,3,0.03441297389980111
1,0,0,3,1,0,0.11433605688641464
1,0,0,3,1,1,0.14758907934162607
1,0,0,3,1,2,0.07488094661926951
1,0,0,3,1,3,0.03948072846870523
1,0,0,3,2,0,0.06230735931032275
1,0,0,3,2,1,0.07247713527514557
1,0,0,3,2,2,0.03827218498845942
1,0,0,3,2,3,0.018673108609462013
1,0,0,3,3,0,0.018428197633113912
1,0,0,3,3,1,0.022736529696135425
1,0,0,3,3,2,0.015180326820901084
1,0,0,3,3,3,0.004924036995531434
1,0,1,0,0,0,0.06108547183532528
1,0,1,0,0,1,0.05789035948215958
1,0,1,0,0,2,0.03631605720683387
1,0,1,0,0,3,0.02049072978454885
1,0,1,0,1,0,0.0961521784704494
1,0,1,0,1,1,0.12304290284111932
1,0,1,0,1,2,0.07218940641072721
1,0,1,0,1,3,0.03481984435024931
1,0,1,0,2,0,0.07327266923403834
1,0,1,0,2,1,0.11220706176777065
1,0,1,0,2,2,0.07010009054917042
1,0,1,0,2,3,0.03462580996978243
1,0,1,0,3,0,0.05400147662999055
1,0,1,0,3,1,0.07363874657984958
1,0,1,0,3,2,0.060397971886016956
1,0,1,0,3,3,0.019769223001968296
1,0,1,1,0,0,0.07781569964787924
1,0,1,1,0,1,0.07956893876009312
1,0,1,1,0,2,0.05078596593877723
1,0,1,1,0,3,0.030850910023878932
1,0,1,1,1,0,0.09761884060300081
1,0,1,1,1,1,0.13462878350065044
1,0,1,1,1,2,0.08084311819487068
1,0,1,1,1,3,0.044942755249294065
1,0,1,1,2,0,0.06468764125791729
1,0,1,1,2,1,0.09805676408553701
1,0,1,1,2,2,0.06331586197274178
1,0,1,1,2,3,0.03519163103228674
1,0,1,1,3,0,0.035475273004193855
1,0,1,1,3,1,0.05006428843177512
1,0,1,1,3,2,0.041494542191238326
1,0,1,1,3,3,0.014658986105865348
1,0,1,2,0,0,0.094103496280472
1,0,1,2,0,1,0.10382217529635375
1,0,1,2,0,2,0.0674214333992758
1,0,1,2,0,3,0.04409483999208994
1,0,1,2,1,0,0.09408435270482902
1,0,1,2,1,1,0.1398390656556048
1,0,1,2,1,2,0.08594525031316612
1,0,1,2,1,3,0.0550683166258985
1,0,1,2,2,0,0.054213801000364686
1,0,1,2,2,1,0.0813474911361332
1,0,1,2,2,2,0.05428948318149153
1,0,1,2,2,3,0.033953776761142175
1,0,1,2,3,0,0.022123564259067776
1,0,1,2,3,1,0.03231163594658125
1,0,1,2,3,2,0.027062557602518106
1,0,1,2,3,3,0.010318759845011257
1,0,1,3,0,0,0.10855022084827612
1,0,1,3,0,1,0.12921802581890798
1,0,1,3,0,2,0.08537656257558511
1,0,1,3,0,3,0.060116540737573713
1,0,1,3,1,0,0.0864943176039096
1,0,1,3,1,1,0.1385496792954037
1,0,1,3,1,2,0.08715395994840527
1,0,1,3,1,3,0.06436211801003965
1,0,1,3,2,0,0.04333959198842135
1,0,1,3,2,1,0.06437202756957756
1,0,1,3,2,2,0.044402284004692344
1,0,1,3,2,3,0.03124807019820055
1,0,1,3,3,0,0.013160453809858988
1,0,1,3,3,1,0.01989189991722859
1,0,1,3,3,2,0.016835775197655795
1,0,1,3,3,3,0.006928472476263749
1,0,2,0,0,0,0.047281785876208446
1,0,2,0,0,1,0.058033057473059015
1,0,2,0,0,2,0.04532364221337591
1,0,2,0,0,3,0.03566313709556736
1,0,2,0,1,0,0.0724692612397251
1,0,2,0,1,1,0.11507956443794112
1,0,2,0,1,2,0.08371043700898054
1,0,2,0,1,3,0.056553870773715854
1,0,2,0,2,0,0.050778261207177856
1,0,2,0,2,1,0.09929027176921662
1,0,2,0,2,2,0.08102722618176826
1,0,2,0,2,3,0.05772937548676102
1,0,2,0,3,0,0.03842235490594958
1,0,2,0,3,1,0.06418725664622202
1,0,2,0,3,2,0.0667366944645829
1,0,2,0,3,3,0.027713803219748635
1,0,2,1,0,0,0.058932607061176825
1,0,2,1,0,1,0.07804503136604064
1,0,2,1,0,2,0.062015795114752546
1,0,2,1,0,3,0.05253667511758734
1,0,2,1,1,0,0.07198812122555899
1,0,2,1,1,1,0.12320038094072383
1,0,2,1,1,2,0.0917237248497058
1,0,2,1,1,3,0.07142129023711362
1,0,2,1,2,0,0.04386211975884618
1,0,2,1,2,1,0.08489782313904279
1,0,2,1,2,2,0.07160731749413433
1,0,2,1,2,3,0.05740752212934146
1,0,2,1,3,0,0.024696566481214235
1,0,2,1,3,1,0.04269755068774287
1,0,2,1,3,2,0.04486067477315908
1,0,2,1,3,3,0.020106799623859587
1,0,2,2,0,0,0.06964894992892995
1,0,2,2,0,1,0.09952042094793917
1,0,2,2,0,2,0.08045943290082483
1,0,2,2,0,3,0.07338423353407747
1,0,2,2,1,0,0.06780550921908648
1,0,2,2,1,1,0.12506132603131195
1,0,2,2,1,2,0.09529736532088807
1,0,2,2,1,3,0.08552442937632919
1,0,2,2,2,0,0.03592514623910268
1,0,2,2,2,1,0.06883091569125507
1,0,2,2,2,2,0.060004106745365916
1,0,2,2,2,3,0.05412998188530727
1,0,2,2,3,0,0.015051726372885888
1,0,2,2,3,1,0.026931109669431713
1,0,2,2,3,2,0.028593284732334596
1,0,2,2,3,3,0.013832061404929766
1,0,2,3,0,0,0.07848387986509998
1,0,2,3,0,1,0.12100020917234759
1,0,2,3,0,2,0.09953105102911103
1,0,2,3,0,3,0.0977349540066443
1,0,2,3,1,0,0.06089422342521065
1,0,2,3,1,1,0.12104336252976121
1,0,2,3,1,2,0.09440327846445198
1,0,2,3,1,3,0.09764716769502828
1,0,2,3,2,0,0.02805526950324785
1,0,2,3,2,1,0.05320807067982847
1,0,2,3,2,2,0.04794148884551426
1,0,2,3,2,3,0.04866468690099898
1,0,2,3,3,0,0.008746675667917406
1,0,2,3,3,1,0.016196176692820415
1,0,2,3,3,2,0.017376778617925193
1,0,2,3,3,3,0.009072726904092464
1,0,3,0,0,0,0.03409421620049564
1,0,3,0,0,1,0.05419703867976618
1,0,3,0,0,2,0.05269650512293104
1,0,3,0,0,3,0.057824589686828395
1,0,3,0,1,0,0.05088378861163789
1,0,3,0,1,1,0.10026993889392265
1,0,3,0,1,2,0.09043085716302596
1,0,3,0,1,3,0.08557142114380947
1,0,3,0,2,0,0.03278268629047695
1,0,3,0,2,1,0.08185102238969885
1,0,3,0,2,2,0.08725177377477077
1,0,3,0,2,3,0.08966535603742909
1,0,3,0,3,0,0.02546790509923206
1,0,3,0,3,1,0.05212212830347791
1,0,3,0,3,2,0.06869702467908481
1,0,3,0,3,3,0.036193747923412393
1,0,3,1,0,0,0.04142775910589463
1,0,3,1,0,1,0.07105494610572156
1,0,3,1,0,2,0.0702923845955631
1,0,3,1,0,3,0.08304329070238284
1,0,3,1,1,0,0.04927599408961233
1,0,3,1,1,1,0.10464862850560397
1,0,3,1,1,2,0.09659789676491871
1,0,3,1,1,3,0.10535206450115168
1,0,3,1,2,0,0.02760611407856968
1,0,3,1,2,1,0.06822804280083065
1,0,3,1,2,2,0.07517088218430487
1,0,3,1,2,3,0.08692517412568869
1,0,3,1,3,0,0.01595859934111836
1,0,3,1,3,1,0.03380066453785156
1,0,3,1,3,2,0.04501818559205838
1,0,3,1,3,3,0.025599372968729016
1,0,3,2,0,0,0.047713300102206334
1,0,3,2,0,1,0.08829789563733227
1,0,3,2,0,2,0.08887344636374936
1,0,3,2,0,3,0.11304043573641653
1,0,3,2,1,0,0.04523021281434627
1,0,3,2,1,1,0.10352222880547772
1,0,3,2,1,2,0.09780385559869814
1,0,3,2,1,3,0.12294040470181183
1,0,3,2,2,0,0.02203450511102767
1,0,3,2,2,1,0.05390623496396599
1,0,3,2,2,2,0.06138500723985046
1,0,3,2,2,3,0.07987368906864781
1,0,3,2,3,0,0.009478368777703902
1,0,3,2,3,1,0.020776176143603893
1,0,3,2,3,2,0.027962456962497485
1,0,3,2,3,3,0.017161781972664162
1,0,3,3,0,0,0.052420330877049205
1,0,3,3,0,1,0.10466914608654317
1,0,3,3,0,2,0.10718846598978997
1,0,3,3,0,3,0.1467828731016647
1,0,3,3,1,0,0.0396035536014009
1,0,3,3,1,1,0.09768906999701313
1,0,3,3,1,2,0.09446187673291948
1,0,3,3,1,3,0.13685432125204697
1,0,3,3,2,0,0.01677697325071837
1,0,3,3,2,1,0.04062818070640951
1,0,3,3,2,2,0.04781754382058736
1,0,3,3,2,3,0.07001227760406323
1,0,3,3,3,0,0.005370129035190268
1,0,3,3,3,1,0.012181991363317721
1,0,3,3,3,2,0.016568185901090937
1,0,3,3,3,3,0.010975080680195152
1,1,0,0,0,0,0.08133534944220405
1,1,0,0,0,1,0.047902366239196
1,1,0,0,0,2,0.020589677773245805
1,1,0,0,0,3,0.006157407816714088
1,1,0,0,1,0,0.13913041498406187
1,1,0,0,1,1,0.11831560830689603
1,1,0,0,1,2,0.046984446227064026
1,1,0,0,1,3,0.01213512194060252
1,1,0,0,2,0,0.11866301481240886
1,1,0,0,2,1,0.11584212543060754
1,1,0,0,2,2,0.04636265419203619
1,1,0,0,2,3,0.011614377094455475
1,1,0,0,3,0,0.09363412954305066
1,1,0,0,3,1,0.08821628328328357
1,1,0,0,3,2,0.044858922213363656
1,1,0,0,3,3,0.008258100700809623
1,1,0,1,0,0,0.10741334701545875
1,1,0,1,0,1,0.06825648269116413
1,1,0,1,0,2,0.029849990298651277
1,1,0,1,0,3,0.009610767927593153
1,1,0,1,1,0,0.14643544670388803
1,1,0,1,1,1,0.13420633385442138
1,1,0,1,1,2,0.05454730731476657
1,1,0,1,1,3,0.016237779205597068
1,1,0,1,2,0,0.10860361955456062
1,1,0,1,2,1,0.10494783965801444
1,1,0,1,2,2,0.043412205907589194
1,1,0,1,2,3,0.012237282776647944
1,1,0,1,3,0,0.06376816313478077
1,1,0,1,3,1,0.06217560719493421
1,1,0,1,3,2,0.03194972140338198
1,1,0,1,3,3,0.006348105358550472
1,1,0,2,0,0,0.13487903424008987
1,1,0,2,0,1,0.09247793610444129
1,1,0,2,0,2,0.041147753001808604
1,1,0,2,0,3,0.014263481649921967
1,1,0,2,1,0,0.14654723806603087
1,1,0,2,1,1,0.14474756621761617
1,1,0,2,1,2,0.06021432284941275
1,1,0,2,1,3,0.020659338158738556
1,1,0,2,2,0,0.09451059710045351
1,1,0,2,2,1,0.09040402663484808
1,1,0,2,2,2,0.03865117520445658
